Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
alonso2004/ismir2004_corr,1.0,2.7953313543275556e-20,0.006548554164815948,0.8245326157090177,0.04827482267229228,6.072315110107035e-20,4.319634029993534e-25,4.318105765707379e-29,6.256920402914048e-08,3.0872582239024234e-08,1.291245576717961e-08,0.00016976524551496017,1.3664309886783775e-24,5.887961301673392e-17,1.1044598422156111e-17,2.2059158893159534e-31,1.9107083002351268e-29,1.7367226691202306e-44,5.45281561556576e-12,1.2219431222109323e-16,1.3960378358169854e-07,1.6759154202017524e-11,2.981830722210425e-11,0.0005628069172690393,0.49143707262163105,0.0006325589996912454,5.0454705746706924e-11
alonso2004/ismir2004_spec,2.7953313543275556e-20,1.0,8.931423094216846e-13,1.0526860964101723e-21,7.298817603717346e-09,6.339943237945088e-66,6.252230235661174e-83,0.08117545364970405,3.1504682572912007e-06,5.63338062810018e-07,1.590790593773275e-06,7.2144037779848645e-12,0.718689380414053,0.4668501984131448,0.4902062109034654,0.06672682123603448,0.1749351566369952,4.834434480114982e-09,0.00048807881410585773,0.2001733992339064,1.3781117687312304e-07,4.276044834960767e-05,1.4363621645857013e-31,2.1803790826317097e-26,9.328619369694094e-16,2.331387962054338e-08,9.639355853582535e-05
boeck2015/tempodetector2016_default,0.006548554164815948,8.931423094216846e-13,1.0,0.00014569218313139544,0.8090755086919585,1.4381753518017516e-36,8.28504127991352e-48,1.4949422273221962e-25,0.0002464821753539826,0.00023442684760055177,5.9674972223168e-05,0.27319322004304264,4.6699114897534294e-20,2.901200946554356e-12,2.634176323923086e-12,4.0560340422158525e-33,1.0305797219349292e-27,1.9249692068650115e-46,2.2226976957596624e-08,2.8120791233268054e-15,0.00037103994734190445,6.637631538990588e-08,1.3887083880380647e-20,1.2547206495705998e-11,0.0008891354879499231,0.30700591179929043,6.176406908374052e-07
davies2009/mirex_qm_tempotracker,0.8245326157090177,1.0526860964101723e-21,0.00014569218313139544,1.0,0.007015048409330469,1.060332036247536e-25,9.7445195723518e-33,1.7662745019529726e-37,1.993534892361727e-11,3.4423887376149544e-22,8.360566824669876e-24,8.865794273074523e-11,2.2094531949554546e-40,6.945523570035704e-26,2.746334882820678e-28,3.0142608332306334e-49,4.239529093918468e-45,1.2462525748708462e-59,1.291140891523949e-19,3.2849351276019625e-23,1.0609400775654589e-14,6.137160613742324e-16,4.2860052373007165e-14,7.29161784215581e-06,0.508269302529172,2.606512200724941e-06,1.3787763418946895e-20
dixon2001/ismir2004_indu,0.04827482267229228,7.298817603717346e-09,0.8090755086919585,0.007015048409330469,1.0,3.637357407504711e-29,3.375805090330645e-29,1.0474747496433822e-14,0.006806599535662712,0.005459386463420516,0.002693674926165381,0.324454491766489,9.233338850650555e-12,8.603923139859593e-09,1.2741977665011334e-07,3.470199597687365e-18,2.025387039794286e-16,4.8357558123157414e-26,7.525085066714083e-05,2.8442967403059746e-08,0.010644295927919987,0.00022172668546165998,1.0057749351342051e-17,4.337720229450494e-09,0.003871304620296226,0.28924263900830943,0.00013540783157777882
dixon2001/ismir2004_trac,6.072315110107035e-20,6.339943237945088e-66,1.4381753518017516e-36,1.060332036247536e-25,3.637357407504711e-29,1.0,0.013055443923109856,7.28299690632923e-88,1.2538745819391117e-52,2.7735275586745536e-58,6.046582489994975e-59,1.8011620223458874e-45,1.669131611385669e-84,5.676972007892258e-59,3.6253099013647206e-62,1.0113063608865017e-97,7.697536968723908e-92,4.607257869842536e-109,4.153162392680081e-61,2.7171227958130477e-67,6.4384122436819366e-52,1.2169051920314093e-55,0.6126703033944905,6.564121282846505e-10,4.864674295063379e-17,4.304383708841368e-37,4.125119159121549e-60
dixon2003/ismir2004_auco,4.319634029993534e-25,6.252230235661174e-83,8.28504127991352e-48,9.7445195723518e-33,3.375805090330645e-29,0.013055443923109856,1.0,1.8562706823926217e-107,1.788620738761456e-60,1.978473708245299e-68,4.255938947532822e-71,8.14269214481881e-58,3.0506348567881437e-102,3.5093238269872108e-74,2.1754913010735156e-77,1.878670941618309e-116,8.027806660068261e-111,8.866700506639354e-129,6.833140199644353e-78,2.1665790746772384e-87,1.9499893677882822e-68,7.764639393347485e-77,0.27414755341059555,3.2823059146488408e-12,5.65157565579193e-19,3.7792455562649176e-42,8.91080317759649e-76
echonest/version_3_2_1,4.318105765707379e-29,0.08117545364970405,1.4949422273221962e-25,1.7662745019529726e-37,1.0474747496433822e-14,7.28299690632923e-88,1.8562706823926217e-107,1.0,5.391078451669182e-14,1.8378234389903135e-16,1.2391035761955147e-15,1.5528437625765784e-25,0.006833089770350445,0.0040695765076943675,0.009278116688047313,0.9179032478578828,0.42023505974218556,2.3378945359994182e-07,4.9617963847401216e-11,0.00010210461752425686,1.7494547962113254e-17,9.479035404073475e-12,1.0099477737035418e-41,2.0799762633648186e-40,2.0085649584122317e-25,2.6861312586409768e-15,4.745530037806231e-13
gkiokas2012/default,6.256920402914048e-08,3.1504682572912007e-06,0.0002464821753539826,1.993534892361727e-11,0.006806599535662712,1.2538745819391117e-52,1.788620738761456e-60,5.391078451669182e-14,1.0,0.7927958379170155,0.9671009208637984,0.01141585738878222,1.4226045950262876e-08,7.890322863396319e-05,2.9255034203504253e-05,1.884021159143381e-16,5.014943704137566e-13,1.061367773850155e-30,0.06533835160218252,2.3947704904393912e-05,0.8110194443211872,0.11736362712487156,7.649101301337316e-27,2.2521447613960814e-19,1.2249396809638042e-08,0.05756601862050862,0.19415269353320905
klapuri2006/ismir2004,3.0872582239024234e-08,5.63338062810018e-07,0.00023442684760055177,3.4423887376149544e-22,0.005459386463420516,2.7735275586745536e-58,1.978473708245299e-68,1.8378234389903135e-16,0.7927958379170155,1.0,0.14640128306954506,9.308305150396336e-05,4.783948538557215e-18,1.2442522803983973e-06,4.265942015259168e-07,1.9948410024234444e-25,1.2564662928670264e-20,1.0332439417789191e-37,0.01929832034922222,2.6918264315230315e-06,0.9892482751697047,0.04931483439118396,2.1174173198502402e-29,4.6684358726455145e-25,9.415733610609304e-10,0.027289038460798047,0.02820804881409171
klapuri2006/percival2014,1.291245576717961e-08,1.590790593773275e-06,5.9674972223168e-05,8.360566824669876e-24,0.002693674926165381,6.046582489994975e-59,4.255938947532822e-71,1.2391035761955147e-15,0.9671009208637984,0.14640128306954506,1.0,4.660288361465649e-06,1.1962588180686513e-16,3.1782613920202257e-06,1.1090709180858305e-06,8.82118875120931e-25,9.626068404183867e-20,3.573508590748232e-37,0.04279409172741643,9.662956011332713e-06,0.697573109798266,0.0941768395796284,4.1728390011053975e-30,3.5572727372692087e-26,2.452906836438474e-10,0.012181306298702408,0.07914912810549324
oliveira2010/ibt,0.00016976524551496017,7.2144037779848645e-12,0.27319322004304264,8.865794273074523e-11,0.324454491766489,1.8011620223458874e-45,8.14269214481881e-58,1.5528437625765784e-25,0.01141585738878222,9.308305150396336e-05,4.660288361465649e-06,1.0,4.887702001202169e-26,2.242516597943829e-12,1.381461322412933e-14,1.83408577985066e-33,9.802152350270873e-30,1.752970685790467e-49,1.600620911560758e-06,5.757230360139001e-11,0.0037878576117961857,9.829027694304773e-06,4.740370204157348e-24,7.240369497569998e-17,1.5711144555119525e-05,0.827169712341431,1.667174725488508e-08
percival2014/stem,1.3664309886783775e-24,0.718689380414053,4.6699114897534294e-20,2.2094531949554546e-40,9.233338850650555e-12,1.669131611385669e-84,3.0506348567881437e-102,0.006833089770350445,1.4226045950262876e-08,4.783948538557215e-18,1.1962588180686513e-16,4.887702001202169e-26,1.0,0.38879382039144783,0.11554764008024208,0.0011487771417038888,0.014123420084121159,2.6702680298521715e-14,2.8293243838324134e-05,0.23684103722900413,3.558784920253354e-12,7.2653954331043085e-06,3.072204750701553e-41,2.614011486843357e-41,9.56623140110933e-23,5.2730543388115485e-14,4.7136650300728534e-09
scheirer1998/ismir2004,5.887961301673392e-17,0.4668501984131448,2.901200946554356e-12,6.945523570035704e-26,8.603923139859593e-09,5.676972007892258e-59,3.5093238269872108e-74,0.0040695765076943675,7.890322863396319e-05,1.2442522803983973e-06,3.1782613920202257e-06,2.242516597943829e-12,0.38879382039144783,1.0,0.41220187295733923,0.0018382835148842206,0.010670050135723044,9.171298608780392e-12,0.009874675943812356,0.7711787645070438,5.123684414638506e-06,0.006222909729533464,4.679184214394216e-35,8.396916110720431e-32,4.2176724251319854e-17,1.8963197501988758e-08,0.0008759657334736491
scheirer1998/percival2014,1.1044598422156111e-17,0.4902062109034654,2.634176323923086e-12,2.746334882820678e-28,1.2741977665011334e-07,3.6253099013647206e-62,2.1754913010735156e-77,0.009278116688047313,2.9255034203504253e-05,4.265942015259168e-07,1.1090709180858305e-06,1.381461322412933e-14,0.11554764008024208,0.41220187295733923,1.0,0.0006402388472866704,0.0052516877337134196,3.0635759786831508e-12,0.0052045547020086865,0.6622185746401115,1.1407400876961613e-06,0.010851774706398516,2.2830079719093934e-33,2.3606031403520823e-33,3.6216182247372413e-17,2.1107090837157516e-09,0.00017730443268713808
schreiber2014/default,2.2059158893159534e-31,0.06672682123603448,4.0560340422158525e-33,3.0142608332306334e-49,3.470199597687365e-18,1.0113063608865017e-97,1.878670941618309e-116,0.9179032478578828,1.884021159143381e-16,1.9948410024234444e-25,8.82118875120931e-25,1.83408577985066e-33,0.0011487771417038888,0.0018382835148842206,0.0006402388472866704,1.0,0.32501774405901074,6.743620950202317e-09,3.2987309054146546e-15,2.5360472610289884e-05,5.445611443168224e-23,1.9296780496208774e-13,8.731975305681288e-46,1.4303354036192713e-47,5.3283965366569266e-30,2.4994675700015943e-19,2.792655132040749e-17
schreiber2017/ismir2017,1.9107083002351268e-29,0.1749351566369952,1.0305797219349292e-27,4.239529093918468e-45,2.025387039794286e-16,7.697536968723908e-92,8.027806660068261e-111,0.42023505974218556,5.014943704137566e-13,1.2564662928670264e-20,9.626068404183867e-20,9.802152350270873e-30,0.014123420084121159,0.010670050135723044,0.0052516877337134196,0.32501774405901074,1.0,1.1066722626808851e-09,9.278994099556058e-11,0.000858874999886399,1.364386113651397e-18,9.83735988125318e-11,5.468010048066724e-45,4.2203340075220936e-48,4.204676255549913e-28,3.56834783364184e-17,5.491197985226213e-14
schreiber2017/mirex2017,1.7367226691202306e-44,4.834434480114982e-09,1.9249692068650115e-46,1.2462525748708462e-59,4.8357558123157414e-26,4.607257869842536e-109,8.866700506639354e-129,2.3378945359994182e-07,1.061367773850155e-30,1.0332439417789191e-37,3.573508590748232e-37,1.752970685790467e-49,2.6702680298521715e-14,9.171298608780392e-12,3.0635759786831508e-12,6.743620950202317e-09,1.1066722626808851e-09,1.0,9.974601195690304e-29,5.977002500892589e-18,3.020990520850946e-37,3.0572662757412153e-30,6.763477327718576e-54,4.544064601651145e-57,1.344722849664219e-40,1.2555897506889024e-29,8.624363891594912e-32
schreiber2018/cnn,5.45281561556576e-12,0.00048807881410585773,2.2226976957596624e-08,1.291140891523949e-19,7.525085066714083e-05,4.153162392680081e-61,6.833140199644353e-78,4.9617963847401216e-11,0.06533835160218252,0.01929832034922222,0.04279409172741643,1.600620911560758e-06,2.8293243838324134e-05,0.009874675943812356,0.0052045547020086865,3.2987309054146546e-15,9.278994099556058e-11,9.974601195690304e-29,1.0,0.001864039396009409,0.00712829270944767,0.8149744259414671,1.0233162721518842e-29,3.069988463523824e-23,1.2172683941175558e-11,0.00043746154104662394,0.5238863118265737
schreiber2018/fcn,1.2219431222109323e-16,0.2001733992339064,2.8120791233268054e-15,3.2849351276019625e-23,2.8442967403059746e-08,2.7171227958130477e-67,2.1665790746772384e-87,0.00010210461752425686,2.3947704904393912e-05,2.6918264315230315e-06,9.662956011332713e-06,5.757230360139001e-11,0.23684103722900413,0.7711787645070438,0.6622185746401115,2.5360472610289884e-05,0.000858874999886399,5.977002500892589e-18,0.001864039396009409,1.0,7.564035629457093e-07,0.0028681175594541283,2.6696998719844393e-33,1.7790139960930351e-28,2.1987148998849273e-16,2.0067483426577426e-07,0.001355228078656345
schreiber2018/ismir2018,1.3960378358169854e-07,1.3781117687312304e-07,0.00037103994734190445,1.0609400775654589e-14,0.010644295927919987,6.4384122436819366e-52,1.9499893677882822e-68,1.7494547962113254e-17,0.8110194443211872,0.9892482751697047,0.697573109798266,0.0037878576117961857,3.558784920253354e-12,5.123684414638506e-06,1.1407400876961613e-06,5.445611443168224e-23,1.364386113651397e-18,3.020990520850946e-37,0.00712829270944767,7.564035629457093e-07,1.0,0.03297380505780576,4.4942438716236375e-26,1.1787603287625436e-18,5.720196148195656e-08,0.054190243340736896,0.06596701894226574
sun2021/default,1.6759154202017524e-11,4.276044834960767e-05,6.637631538990588e-08,6.137160613742324e-16,0.00022172668546165998,1.2169051920314093e-55,7.764639393347485e-77,9.479035404073475e-12,0.11736362712487156,0.04931483439118396,0.0941768395796284,9.829027694304773e-06,7.2653954331043085e-06,0.006222909729533464,0.010851774706398516,1.9296780496208774e-13,9.83735988125318e-11,3.0572662757412153e-30,0.8149744259414671,0.0028681175594541283,0.03297380505780576,1.0,2.981729348410238e-28,1.230378162219639e-21,2.4413302926810063e-10,0.0014399882297889883,0.69437162264544
tzanetakis2002/ismir2004_hist,2.981830722210425e-11,1.4363621645857013e-31,1.3887083880380647e-20,4.2860052373007165e-14,1.0057749351342051e-17,0.6126703033944905,0.27414755341059555,1.0099477737035418e-41,7.649101301337316e-27,2.1174173198502402e-29,4.1728390011053975e-30,4.740370204157348e-24,3.072204750701553e-41,4.679184214394216e-35,2.2830079719093934e-33,8.731975305681288e-46,5.468010048066724e-45,6.763477327718576e-54,1.0233162721518842e-29,2.6696998719844393e-33,4.4942438716236375e-26,2.981729348410238e-28,1.0,4.892476091991381e-10,2.9286911791232425e-18,1.7507197815280697e-22,1.1562453178908092e-31
tzanetakis2002/ismir2004_mmul,0.0005628069172690393,2.1803790826317097e-26,1.2547206495705998e-11,7.29161784215581e-06,4.337720229450494e-09,6.564121282846505e-10,3.2823059146488408e-12,2.0799762633648186e-40,2.2521447613960814e-19,4.6684358726455145e-25,3.5572727372692087e-26,7.240369497569998e-17,2.614011486843357e-41,8.396916110720431e-32,2.3606031403520823e-33,1.4303354036192713e-47,4.2203340075220936e-48,4.544064601651145e-57,3.069988463523824e-23,1.7790139960930351e-28,1.1787603287625436e-18,1.230378162219639e-21,4.892476091991381e-10,1.0,1.5204399747461986e-06,3.3087100427861235e-14,9.827734682832021e-27
tzanetakis2002/ismir2004_msum,0.49143707262163105,9.328619369694094e-16,0.0008891354879499231,0.508269302529172,0.003871304620296226,4.864674295063379e-17,5.65157565579193e-19,2.0085649584122317e-25,1.2249396809638042e-08,9.415733610609304e-10,2.452906836438474e-10,1.5711144555119525e-05,9.56623140110933e-23,4.2176724251319854e-17,3.6216182247372413e-17,5.3283965366569266e-30,4.204676255549913e-28,1.344722849664219e-40,1.2172683941175558e-11,2.1987148998849273e-16,5.720196148195656e-08,2.4413302926810063e-10,2.9286911791232425e-18,1.5204399747461986e-06,1.0,4.621622669730092e-05,9.963308370481196e-12
uhle2004/ismir2004,0.0006325589996912454,2.331387962054338e-08,0.30700591179929043,2.606512200724941e-06,0.28924263900830943,4.304383708841368e-37,3.7792455562649176e-42,2.6861312586409768e-15,0.05756601862050862,0.027289038460798047,0.012181306298702408,0.827169712341431,5.2730543388115485e-14,1.8963197501988758e-08,2.1107090837157516e-09,2.4994675700015943e-19,3.56834783364184e-17,1.2555897506889024e-29,0.00043746154104662394,2.0067483426577426e-07,0.054190243340736896,0.0014399882297889883,1.7507197815280697e-22,3.3087100427861235e-14,4.621622669730092e-05,1.0,0.0009297293421061695
zplane/auftakt_v3,5.0454705746706924e-11,9.639355853582535e-05,6.176406908374052e-07,1.3787763418946895e-20,0.00013540783157777882,4.125119159121549e-60,8.91080317759649e-76,4.745530037806231e-13,0.19415269353320905,0.02820804881409171,0.07914912810549324,1.667174725488508e-08,4.7136650300728534e-09,0.0008759657334736491,0.00017730443268713808,2.792655132040749e-17,5.491197985226213e-14,8.624363891594912e-32,0.5238863118265737,0.001355228078656345,0.06596701894226574,0.69437162264544,1.1562453178908092e-31,9.827734682832021e-27,9.963308370481196e-12,0.0009297293421061695,1.0
